record_id,campaign_id,campaign_name,audience_segment,region,customer_type,treatment_group,reach_pct,frequency,impressions,spend_cad,brand_awareness,purchase_intent,website_visit,store_visit,conversion
22322,NSB-04,Family Meals,35-44,British Columbia,New,Treatment,67.1,2.84,245,72.57,0.4879,0.3316,1,0,0
22323,NSB-01,Spring Launch,35-44,Quebec,Existing,Control,65.3,1.35,107,49.81,0.4322,0.2606,0,1,0
22324,NSB-03,Late Night,35-44,British Columbia,Existing,Treatment,68.6,3.87,326,45.62,0.5059,0.2911,0,0,0
22325,NSB-03,Late Night,45-54,Ontario,New,Treatment,41.8,4.38,218,49.16,0.5056,0.2809,0,0,0
22326,NSB-03,Late Night,35-44,Alberta,Existing,Control,44.5,5.01,294,69.84,0.5017,0.2322,0,0,0
22327,NSB-03,Late Night,45-54,Alberta,New,Treatment,66.2,3.01,261,85.84,0.5011,0.2901,0,0,0
22328,NSB-02,Summer Value,45-54,Ontario,New,Treatment,70.6,4.66,435,124.28,0.5116,0.2049,0,0,0
22329,NSB-01,Spring Launch,18-24,Alberta,Existing,Control,37.1,2.6,110,22.66,0.4241,0.1851,0,0,0
22330,NSB-04,Family Meals,25-34,Alberta,New,Treatment,70.4,3.85,308,64.54,0.5017,0.322,0,1,0
22331,NSB-04,Family Meals,45-54,Ontario,New,Control,52.7,1.55,131,35.33,0.4465,0.2645,0,0,0
22332,NSB-01,Spring Launch,45-54,Alberta,New,Treatment,71.7,3.61,297,87.03,0.4207,0.2989,0,0,0
22333,NSB-02,Summer Value,25-34,Ontario,Existing,Treatment,47.7,6.42,380,107.09,0.4802,0.243,0,0,0
22334,NSB-03,Late Night,35-44,British Columbia,New,Treatment,94.4,8.11,958,242.64,0.5808,0.3114,0,0,0
22335,NSB-04,Family Meals,25-34,British Columbia,New,Control,69.9,3.1,257,80.11,0.4478,0.2293,0,0,0
22336,NSB-04,Family Meals,18-24,British Columbia,Existing,Treatment,80.7,1.0,64,8.0,0.469,0.2895,0,0,0
22337,NSB-04,Family Meals,45-54,Ontario,Existing,Control,61.1,1.0,91,38.14,0.4006,0.2959,0,0,0
22338,NSB-01,Spring Launch,45-54,Ontario,New,Control,76.5,3.31,301,92.93,0.4296,0.2211,0,0,0
22339,NSB-04,Family Meals,25-34,Ontario,Existing,Control,73.1,2.71,237,40.74,0.5028,0.2049,0,0,0
22340,NSB-04,Family Meals,18-24,Ontario,New,Treatment,56.1,2.86,203,49.06,0.4566,0.2354,0,0,0
22341,NSB-02,Summer Value,45-54,Ontario,Existing,Control,60.9,4.51,323,58.86,0.4167,0.2499,0,0,0
22342,NSB-02,Summer Value,25-34,Ontario,Existing,Control,87.4,3.38,389,73.04,0.4773,0.2654,0,0,0
22343,NSB-02,Summer Value,18-24,Manitoba,New,Treatment,82.2,4.46,432,83.77,0.4718,0.2297,0,0,0
22344,NSB-03,Late Night,18-24,British Columbia,New,Control,43.8,1.73,123,8.0,0.4618,0.2201,0,0,0
22345,NSB-01,Spring Launch,18-24,Ontario,Existing,Control,80.3,7.44,710,154.84,0.3801,0.2177,0,0,0
22346,NSB-01,Spring Launch,35-44,Ontario,Existing,Control,60.5,2.48,210,47.19,0.5036,0.2623,0,0,0
22347,NSB-01,Spring Launch,25-34,Ontario,New,Control,61.3,7.3,530,180.56,0.4838,0.2062,1,0,0
22348,NSB-02,Summer Value,18-24,Alberta,New,Treatment,59.8,3.93,272,46.96,0.463,0.2058,1,0,0
22349,NSB-02,Summer Value,45-54,Ontario,New,Treatment,78.0,2.7,244,42.25,0.4527,0.253,0,0,0
22350,NSB-03,Late Night,45-54,Ontario,Existing,Treatment,83.2,5.47,547,171.15,0.4973,0.2802,0,0,0
22351,NSB-01,Spring Launch,18-24,British Columbia,New,Control,76.4,2.0,167,41.61,0.4025,0.1859,0,0,0
22352,NSB-04,Family Meals,25-34,Quebec,New,Control,63.7,7.3,538,97.22,0.4815,0.2333,0,0,0
22353,NSB-04,Family Meals,35-44,British Columbia,New,Treatment,66.1,4.76,386,108.57,0.484,0.2808,0,0,0
22354,NSB-04,Family Meals,18-24,Ontario,Existing,Control,60.2,3.86,227,56.51,0.4762,0.2406,0,0,0
22355,NSB-03,Late Night,18-24,British Columbia,New,Control,46.1,1.81,94,34.38,0.4916,0.213,1,0,1
22356,NSB-01,Spring Launch,25-34,Alberta,New,Control,68.2,3.34,252,80.72,0.4447,0.2006,1,0,0
22357,NSB-02,Summer Value,45-54,Quebec,New,Treatment,83.7,5.35,532,110.21,0.492,0.2482,0,0,0
22358,NSB-01,Spring Launch,45-54,Alberta,New,Control,79.8,2.53,251,50.9,0.4146,0.2393,0,0,0
22359,NSB-04,Family Meals,45-54,Manitoba,Existing,Control,59.6,2.93,209,43.66,0.3986,0.218,0,0,0
22360,NSB-02,Summer Value,35-44,Ontario,New,Treatment,62.1,5.72,422,120.78,0.5243,0.3027,1,0,1
22361,NSB-03,Late Night,35-44,Manitoba,New,Treatment,66.1,2.93,228,38.99,0.5039,0.2418,0,0,0
22362,NSB-03,Late Night,25-34,Ontario,Existing,Control,64.2,1.31,105,31.9,0.4306,0.2125,0,0,0
22363,NSB-04,Family Meals,35-44,Alberta,Existing,Control,57.4,2.76,179,37.62,0.379,0.2443,0,0,0
22364,NSB-03,Late Night,35-44,Quebec,Existing,Control,71.3,3.73,260,75.2,0.412,0.2417,0,0,0
22365,NSB-03,Late Night,35-44,Manitoba,Existing,Treatment,52.9,2.47,126,18.21,0.5944,0.3226,0,0,0
22366,NSB-02,Summer Value,18-24,Quebec,New,Control,70.2,6.38,530,160.26,0.5064,0.1901,0,0,0
22367,NSB-03,Late Night,25-34,Alberta,Existing,Treatment,85.2,5.01,503,136.79,0.5607,0.3303,0,0,0
22368,NSB-01,Spring Launch,45-54,British Columbia,New,Control,56.1,3.44,238,67.9,0.4809,0.2492,0,0,0
22369,NSB-04,Family Meals,25-34,Alberta,New,Control,67.0,3.67,292,89.65,0.4601,0.2571,0,0,0
22370,NSB-02,Summer Value,25-34,Alberta,Existing,Treatment,69.0,7.79,679,165.52,0.4601,0.2767,0,0,0
22371,NSB-01,Spring Launch,25-34,British Columbia,New,Treatment,75.6,4.03,353,82.52,0.5425,0.2834,0,1,0
22372,NSB-04,Family Meals,25-34,Ontario,New,Control,54.8,3.82,239,54.71,0.459,0.2619,0,0,0
22373,NSB-02,Summer Value,18-24,Ontario,New,Treatment,41.1,2.63,105,16.89,0.4514,0.2228,1,0,0
22374,NSB-04,Family Meals,25-34,Ontario,Existing,Treatment,94.6,3.79,413,109.74,0.5472,0.3101,1,0,0
22375,NSB-04,Family Meals,35-44,Alberta,Existing,Control,75.7,2.93,271,73.93,0.4484,0.2469,0,0,0
22376,NSB-04,Family Meals,25-34,Alberta,Existing,Treatment,52.3,5.6,351,85.97,0.5689,0.263,0,0,0
22377,NSB-01,Spring Launch,35-44,Manitoba,New,Treatment,39.6,3.24,177,40.47,0.5154,0.2781,0,0,0
22378,NSB-01,Spring Launch,18-24,Ontario,New,Control,57.0,3.52,253,62.36,0.4196,0.2296,0,0,0
22379,NSB-04,Family Meals,18-24,British Columbia,New,Treatment,70.4,3.13,277,74.61,0.5187,0.2981,0,0,1
22380,NSB-04,Family Meals,45-54,Ontario,New,Control,50.1,2.55,154,47.07,0.5031,0.2249,0,0,0
22381,NSB-02,Summer Value,35-44,Alberta,New,Treatment,69.7,6.46,527,153.44,0.5103,0.2557,1,0,0
22382,NSB-02,Summer Value,35-44,British Columbia,Existing,Treatment,66.0,3.88,298,52.02,0.5122,0.246,0,1,0
22383,NSB-01,Spring Launch,18-24,British Columbia,Existing,Treatment,68.2,6.26,524,87.63,0.5306,0.2914,0,0,0
22384,NSB-04,Family Meals,25-34,Ontario,New,Control,92.2,5.01,546,126.8,0.3978,0.2248,0,0,0
22385,NSB-01,Spring Launch,45-54,Manitoba,Existing,Treatment,84.5,4.59,444,87.49,0.4602,0.2231,0,0,0
22386,NSB-01,Spring Launch,18-24,British Columbia,Existing,Control,51.0,3.67,234,82.58,0.4182,0.2425,1,0,0
22387,NSB-03,Late Night,45-54,Quebec,Existing,Control,47.8,6.18,331,65.1,0.468,0.1933,1,0,0
22388,NSB-01,Spring Launch,35-44,British Columbia,Existing,Treatment,51.4,3.23,201,59.94,0.5012,0.2533,0,0,0
22389,NSB-04,Family Meals,35-44,Manitoba,New,Treatment,55.6,3.43,250,71.09,0.4661,0.3175,0,1,0
22390,NSB-01,Spring Launch,35-44,Quebec,New,Treatment,78.2,1.0,118,20.76,0.4831,0.3196,1,0,0
22391,NSB-01,Spring Launch,25-34,Ontario,New,Control,60.6,2.39,151,58.51,0.4518,0.2424,1,0,1
22392,NSB-02,Summer Value,25-34,British Columbia,New,Control,60.1,5.01,357,65.53,0.4818,0.2592,0,0,0
22393,NSB-02,Summer Value,35-44,Alberta,New,Control,85.9,4.84,477,150.35,0.3983,0.2512,0,0,0
22394,NSB-01,Spring Launch,45-54,Quebec,New,Treatment,68.3,1.27,91,14.85,0.4475,0.2752,1,1,0
22395,NSB-02,Summer Value,18-24,Alberta,Existing,Treatment,72.8,4.24,382,77.16,0.4903,0.2463,0,0,1
22396,NSB-02,Summer Value,25-34,British Columbia,Existing,Control,44.0,1.6,59,21.14,0.4444,0.2567,0,0,0
22397,NSB-04,Family Meals,25-34,Ontario,Existing,Control,64.2,1.27,129,34.66,0.464,0.3007,0,0,0
22398,NSB-01,Spring Launch,35-44,British Columbia,New,Treatment,57.6,1.36,83,22.63,0.4888,0.2954,0,0,0
22399,NSB-04,Family Meals,18-24,Ontario,Existing,Treatment,46.1,2.68,135,14.94,0.4767,0.2199,0,0,0
22400,NSB-03,Late Night,45-54,Manitoba,Existing,Treatment,60.5,2.97,213,22.78,0.4953,0.2364,0,0,0
22401,NSB-01,Spring Launch,35-44,Ontario,New,Control,54.0,7.38,471,105.71,0.4638,0.238,0,1,0
22402,NSB-01,Spring Launch,45-54,Ontario,New,Treatment,74.5,2.3,208,63.59,0.5009,0.2209,1,0,0
22403,NSB-02,Summer Value,45-54,Ontario,New,Control,64.8,1.65,143,35.27,0.4711,0.208,0,0,0
22404,NSB-01,Spring Launch,18-24,Alberta,Existing,Treatment,64.0,4.3,322,72.56,0.4694,0.2659,0,0,0
22405,NSB-02,Summer Value,18-24,Alberta,New,Treatment,42.5,4.52,251,72.53,0.4332,0.2337,0,0,0
22406,NSB-01,Spring Launch,45-54,Ontario,New,Treatment,77.6,3.41,326,87.53,0.4191,0.2513,0,0,0
22407,NSB-03,Late Night,35-44,Ontario,New,Treatment,39.4,1.18,41,18.82,0.537,0.2727,0,0,0
22408,NSB-03,Late Night,18-24,Quebec,New,Treatment,55.8,6.58,446,95.42,0.4941,0.2494,0,0,0
22409,NSB-01,Spring Launch,45-54,Alberta,New,Control,60.3,3.15,237,48.06,0.4339,0.2301,0,0,0
22410,NSB-02,Summer Value,25-34,Manitoba,Existing,Control,72.1,1.06,80,15.01,0.44,0.2655,0,0,0
22411,NSB-04,Family Meals,25-34,Ontario,Existing,Treatment,60.3,5.62,443,81.41,0.485,0.2898,0,0,1
22412,NSB-01,Spring Launch,25-34,Quebec,Existing,Control,51.2,4.77,279,91.44,0.4254,0.2011,0,0,0
22413,NSB-04,Family Meals,45-54,British Columbia,Existing,Control,78.3,10.0,958,179.72,0.4043,0.2445,0,0,0
22414,NSB-03,Late Night,18-24,Manitoba,Existing,Treatment,39.2,2.95,136,63.24,0.4634,0.2352,0,1,0
22415,NSB-04,Family Meals,25-34,Alberta,New,Control,75.4,3.36,290,89.92,0.4963,0.2624,0,0,0
22416,NSB-01,Spring Launch,25-34,Quebec,Existing,Control,72.3,1.0,92,23.66,0.4197,0.2439,0,0,0
22417,NSB-04,Family Meals,45-54,Alberta,Existing,Treatment,61.6,3.44,259,62.62,0.4597,0.2782,0,0,0
22418,NSB-03,Late Night,35-44,British Columbia,Existing,Control,65.7,1.0,101,22.2,0.4364,0.2428,0,0,0
22419,NSB-03,Late Night,25-34,British Columbia,Existing,Treatment,58.7,4.73,344,101.7,0.5494,0.3114,0,0,0
22420,NSB-02,Summer Value,35-44,Quebec,Existing,Control,50.1,3.14,199,59.37,0.4131,0.2315,0,0,0
22421,NSB-01,Spring Launch,25-34,Ontario,Existing,Treatment,46.9,2.08,118,35.99,0.4894,0.295,0,0,0
22422,NSB-04,Family Meals,35-44,Ontario,New,Treatment,49.0,4.53,265,62.59,0.5302,0.2718,0,0,0
22423,NSB-03,Late Night,45-54,Alberta,Existing,Control,45.9,4.47,232,77.66,0.3916,0.2255,0,0,0
22424,NSB-01,Spring Launch,35-44,Quebec,Existing,Treatment,79.1,1.65,160,49.38,0.4655,0.2654,0,0,0
22425,NSB-01,Spring Launch,45-54,Ontario,Existing,Treatment,74.8,1.64,124,31.05,0.4396,0.2597,0,0,0
22426,NSB-01,Spring Launch,35-44,Ontario,Existing,Control,61.1,2.07,143,42.85,0.4292,0.2472,0,1,0
22427,NSB-03,Late Night,18-24,Ontario,Existing,Treatment,29.1,2.75,98,8.77,0.4673,0.2484,0,0,0
22428,NSB-03,Late Night,35-44,Alberta,New,Control,55.7,4.04,271,88.93,0.4458,0.2603,0,1,0
22429,NSB-02,Summer Value,18-24,Ontario,New,Treatment,73.8,3.68,333,91.04,0.421,0.2558,0,0,0
22430,NSB-02,Summer Value,35-44,Quebec,New,Treatment,64.8,2.52,201,50.48,0.4557,0.3007,0,0,0
22431,NSB-02,Summer Value,35-44,Ontario,Existing,Control,50.6,2.65,171,32.91,0.4936,0.22,0,0,0
22432,NSB-02,Summer Value,45-54,Alberta,New,Control,58.8,5.36,352,107.07,0.4751,0.2446,0,0,0
22433,NSB-01,Spring Launch,25-34,Ontario,New,Treatment,76.6,9.89,881,209.42,0.4407,0.3466,0,0,0
22434,NSB-02,Summer Value,45-54,Manitoba,Existing,Control,94.1,2.69,309,87.28,0.4534,0.2672,0,0,0
22435,NSB-01,Spring Launch,45-54,Manitoba,Existing,Control,81.4,3.0,305,46.92,0.4527,0.1754,0,0,0
22436,NSB-04,Family Meals,18-24,Manitoba,Existing,Treatment,60.2,6.31,462,134.07,0.4972,0.187,1,1,0
22437,NSB-03,Late Night,45-54,Manitoba,New,Treatment,49.4,5.14,274,67.05,0.4728,0.2574,1,0,0
22438,NSB-04,Family Meals,25-34,Quebec,New,Treatment,55.5,5.5,360,118.54,0.4804,0.3348,0,1,0
22439,NSB-02,Summer Value,18-24,Alberta,Existing,Treatment,83.7,2.77,265,71.65,0.4452,0.3002,0,0,0
22440,NSB-04,Family Meals,45-54,Quebec,Existing,Treatment,62.9,7.67,591,172.65,0.4935,0.2352,0,0,0
22441,NSB-03,Late Night,25-34,Ontario,New,Control,29.0,1.83,59,15.38,0.4716,0.2601,0,0,0
22442,NSB-02,Summer Value,35-44,Alberta,New,Control,35.5,1.71,44,9.55,0.4467,0.2659,0,0,0
22443,NSB-01,Spring Launch,35-44,Ontario,New,Control,49.6,3.96,248,64.89,0.4148,0.2747,1,0,0
22444,NSB-03,Late Night,25-34,Ontario,New,Control,21.4,3.57,101,23.68,0.416,0.2717,0,0,0
22445,NSB-04,Family Meals,35-44,Alberta,Existing,Treatment,78.0,1.82,205,69.03,0.4851,0.2613,0,0,0
22446,NSB-01,Spring Launch,18-24,Quebec,Existing,Control,95.0,5.93,673,126.33,0.3905,0.1826,0,0,0
22447,NSB-01,Spring Launch,25-34,Alberta,New,Treatment,78.8,4.31,399,66.01,0.5029,0.2886,0,1,0
22448,NSB-03,Late Night,45-54,British Columbia,New,Control,80.1,1.3,126,32.62,0.4362,0.2323,1,0,0
22449,NSB-04,Family Meals,45-54,Quebec,New,Treatment,79.2,3.58,343,112.4,0.4276,0.2437,0,0,0
22450,NSB-03,Late Night,25-34,Alberta,Existing,Control,46.4,6.11,352,54.17,0.4267,0.235,0,0,0
22451,NSB-02,Summer Value,18-24,Ontario,Existing,Treatment,62.3,3.03,238,66.68,0.492,0.2481,0,0,0
22452,NSB-02,Summer Value,25-34,British Columbia,New,Treatment,65.4,5.81,453,80.17,0.4957,0.2827,0,0,0
22453,NSB-02,Summer Value,45-54,Ontario,New,Treatment,91.0,1.88,184,49.99,0.452,0.2549,0,0,0
22454,NSB-04,Family Meals,18-24,British Columbia,Existing,Control,54.7,1.63,111,37.22,0.4125,0.2252,0,0,0
22455,NSB-03,Late Night,18-24,Ontario,New,Control,75.3,2.12,202,61.98,0.4871,0.2378,1,0,0
22456,NSB-03,Late Night,45-54,Ontario,New,Control,53.7,3.71,225,62.35,0.4441,0.2445,0,0,0
22457,NSB-01,Spring Launch,25-34,British Columbia,Existing,Treatment,47.0,9.51,552,107.59,0.5923,0.275,0,0,0
22458,NSB-04,Family Meals,18-24,Quebec,New,Control,48.1,1.06,45,8.0,0.4114,0.239,0,0,0
22459,NSB-03,Late Night,18-24,Ontario,Existing,Treatment,40.2,8.42,405,111.93,0.4968,0.2714,0,0,0
22460,NSB-04,Family Meals,45-54,Manitoba,Existing,Control,63.2,1.34,90,35.93,0.4555,0.196,0,0,0
22461,NSB-03,Late Night,25-34,British Columbia,Existing,Treatment,76.5,2.94,266,76.95,0.5534,0.2892,0,0,0
22462,NSB-04,Family Meals,18-24,Quebec,Existing,Control,95.0,5.56,649,200.54,0.4397,0.2128,1,0,0
22463,NSB-04,Family Meals,45-54,Alberta,Existing,Control,76.3,10.0,921,187.59,0.4417,0.2188,0,0,0
22464,NSB-02,Summer Value,45-54,Quebec,New,Control,52.3,1.43,95,8.0,0.494,0.2453,0,0,0
22465,NSB-04,Family Meals,18-24,Ontario,Existing,Treatment,80.8,2.5,269,76.94,0.476,0.2558,0,0,0
22466,NSB-01,Spring Launch,35-44,Quebec,Existing,Control,77.4,1.3,112,39.81,0.4643,0.1658,0,0,0
22467,NSB-03,Late Night,25-34,Quebec,New,Control,62.6,4.65,361,89.6,0.4017,0.2523,0,0,0
22468,NSB-04,Family Meals,35-44,Quebec,New,Control,49.4,1.0,35,8.0,0.4313,0.2705,0,0,0
22469,NSB-02,Summer Value,25-34,Quebec,Existing,Control,39.0,3.91,204,53.33,0.3697,0.2375,1,0,0
22470,NSB-03,Late Night,25-34,Quebec,Existing,Treatment,52.6,5.21,336,96.6,0.576,0.2674,0,0,0
22471,NSB-03,Late Night,35-44,Quebec,New,Treatment,66.4,2.02,161,23.2,0.5397,0.2849,0,0,0
22472,NSB-03,Late Night,35-44,Quebec,Existing,Control,85.9,2.73,278,57.65,0.5063,0.2375,0,0,0
22473,NSB-04,Family Meals,25-34,Alberta,New,Control,52.9,5.25,361,111.61,0.4397,0.2852,0,0,0
22474,NSB-03,Late Night,18-24,Quebec,New,Treatment,67.0,1.69,148,27.71,0.5281,0.2552,0,0,0
22475,NSB-04,Family Meals,45-54,Alberta,New,Treatment,72.8,3.79,326,107.39,0.5542,0.2701,0,0,0
22476,NSB-02,Summer Value,18-24,Manitoba,Existing,Treatment,54.6,3.28,202,60.47,0.5326,0.2201,0,0,0
22477,NSB-01,Spring Launch,35-44,Manitoba,New,Treatment,46.2,7.33,440,94.3,0.5287,0.3347,0,0,1
22478,NSB-02,Summer Value,18-24,Quebec,New,Treatment,64.7,5.63,429,130.22,0.4644,0.2139,0,0,0
22479,NSB-03,Late Night,35-44,Manitoba,New,Control,49.0,4.16,228,51.88,0.4298,0.2748,0,0,0
22480,NSB-01,Spring Launch,18-24,Ontario,Existing,Treatment,41.8,2.55,115,48.62,0.4467,0.2623,0,0,0
22481,NSB-03,Late Night,25-34,Manitoba,New,Treatment,87.8,3.26,363,115.37,0.5175,0.3187,0,1,0
22482,NSB-02,Summer Value,35-44,Ontario,New,Treatment,56.0,3.04,198,56.07,0.5135,0.3035,0,0,0
22483,NSB-04,Family Meals,25-34,British Columbia,New,Treatment,72.1,8.63,750,199.34,0.5088,0.3172,0,0,1
22484,NSB-01,Spring Launch,35-44,Quebec,New,Treatment,69.1,2.0,168,61.5,0.505,0.3049,0,0,1
22485,NSB-03,Late Night,18-24,Quebec,New,Treatment,46.6,2.29,89,26.5,0.497,0.2755,0,0,0
22486,NSB-03,Late Night,25-34,Quebec,New,Control,68.7,5.36,429,85.72,0.5156,0.2743,1,0,0
22487,NSB-04,Family Meals,35-44,British Columbia,Existing,Control,69.8,4.14,368,78.47,0.4265,0.2327,1,0,0
22488,NSB-03,Late Night,18-24,Ontario,Existing,Control,67.1,2.72,204,58.53,0.4218,0.1731,1,0,0
22489,NSB-04,Family Meals,18-24,Alberta,Existing,Control,65.3,1.86,127,32.33,0.3474,0.2073,0,0,0
22490,NSB-04,Family Meals,25-34,Alberta,New,Treatment,72.9,1.72,130,33.11,0.4709,0.2697,1,0,0
22491,NSB-03,Late Night,18-24,Alberta,New,Treatment,71.7,3.04,272,67.19,0.4947,0.35,0,0,0
22492,NSB-02,Summer Value,18-24,Alberta,New,Control,74.2,2.19,204,48.01,0.4217,0.2382,0,0,0
22493,NSB-04,Family Meals,25-34,Quebec,New,Control,46.8,2.52,157,33.69,0.4516,0.2692,0,0,0
22494,NSB-03,Late Night,18-24,Alberta,Existing,Treatment,38.9,1.8,122,26.3,0.4665,0.2686,0,0,0
22495,NSB-02,Summer Value,45-54,Manitoba,New,Treatment,56.7,2.17,148,30.48,0.4436,0.2067,0,1,0
22496,NSB-03,Late Night,18-24,Alberta,Existing,Treatment,63.4,2.25,156,41.32,0.4817,0.2853,0,0,0
22497,NSB-04,Family Meals,45-54,British Columbia,New,Control,76.8,5.52,585,163.44,0.4363,0.2111,0,0,0
22498,NSB-04,Family Meals,45-54,Ontario,New,Control,94.5,5.65,637,163.28,0.402,0.1814,1,0,0
22499,NSB-04,Family Meals,18-24,Quebec,Existing,Treatment,53.6,1.0,45,11.82,0.4842,0.2617,1,0,0
22500,NSB-02,Summer Value,18-24,Alberta,Existing,Treatment,82.6,2.43,212,54.49,0.4049,0.2514,0,0,0
22501,NSB-02,Summer Value,18-24,Manitoba,Existing,Treatment,66.1,3.26,268,80.85,0.4339,0.2157,0,0,0
22502,NSB-01,Spring Launch,35-44,British Columbia,New,Treatment,55.6,1.88,127,42.32,0.5136,0.3039,0,0,0
22503,NSB-01,Spring Launch,35-44,Manitoba,Existing,Control,70.8,3.57,282,72.82,0.4286,0.268,0,1,0
22504,NSB-04,Family Meals,35-44,Ontario,New,Treatment,70.5,2.9,255,50.29,0.4155,0.2969,0,0,0
22505,NSB-02,Summer Value,35-44,Quebec,Existing,Control,69.1,1.0,79,28.67,0.4005,0.26,0,0,0
22506,NSB-03,Late Night,18-24,Quebec,New,Treatment,85.7,6.01,631,181.98,0.4997,0.2357,0,0,0
22507,NSB-03,Late Night,45-54,Quebec,New,Control,56.3,4.28,302,100.77,0.3591,0.2217,1,0,0
22508,NSB-04,Family Meals,25-34,Alberta,New,Treatment,70.4,4.39,374,99.46,0.578,0.2419,0,0,0
22509,NSB-01,Spring Launch,45-54,Manitoba,New,Control,38.9,1.99,87,25.23,0.3481,0.2381,0,0,0
22510,NSB-02,Summer Value,25-34,British Columbia,New,Treatment,42.0,1.74,85,17.97,0.489,0.2921,0,0,0
22511,NSB-02,Summer Value,25-34,Alberta,Existing,Control,63.5,6.21,473,151.37,0.4423,0.2068,0,0,0
22512,NSB-02,Summer Value,45-54,Manitoba,Existing,Treatment,53.1,5.09,324,75.59,0.3692,0.2788,0,0,0
22513,NSB-04,Family Meals,35-44,British Columbia,Existing,Control,83.6,4.12,426,130.32,0.4757,0.251,1,0,0
22514,NSB-04,Family Meals,35-44,Ontario,Existing,Treatment,77.3,1.57,133,41.2,0.5705,0.277,0,0,0
22515,NSB-02,Summer Value,25-34,Alberta,Existing,Control,71.8,1.0,88,29.75,0.4445,0.2227,0,0,0
22516,NSB-04,Family Meals,45-54,British Columbia,New,Control,63.1,6.42,445,113.91,0.3799,0.2424,0,0,0
22517,NSB-02,Summer Value,45-54,Quebec,Existing,Treatment,49.6,4.14,240,40.61,0.468,0.2432,0,0,0
22518,NSB-04,Family Meals,25-34,Quebec,Existing,Control,20.1,1.84,70,33.14,0.4843,0.2207,0,1,0
22519,NSB-01,Spring Launch,25-34,Quebec,New,Control,52.7,1.68,101,11.48,0.488,0.2986,0,0,0
22520,NSB-03,Late Night,35-44,Ontario,New,Control,70.2,1.83,168,55.05,0.4853,0.2286,0,1,0
22521,NSB-02,Summer Value,45-54,Alberta,Existing,Control,47.7,1.88,106,11.93,0.4314,0.2308,1,0,1
22522,NSB-01,Spring Launch,35-44,Alberta,New,Control,86.3,1.77,205,38.13,0.4736,0.2235,0,0,0
22523,NSB-01,Spring Launch,45-54,Alberta,Existing,Control,66.7,3.06,265,64.88,0.3731,0.2119,0,0,0
22524,NSB-02,Summer Value,25-34,Ontario,New,Treatment,75.0,2.24,211,63.61,0.4514,0.2624,0,0,0
22525,NSB-03,Late Night,45-54,Ontario,Existing,Control,86.1,2.96,336,82.34,0.4824,0.2045,0,0,0
22526,NSB-01,Spring Launch,18-24,Ontario,New,Control,50.3,6.29,356,115.84,0.3518,0.2263,0,0,0
22527,NSB-03,Late Night,25-34,British Columbia,New,Treatment,60.8,2.51,181,51.17,0.4732,0.3644,0,0,0
22528,NSB-03,Late Night,25-34,Alberta,Existing,Control,74.3,3.74,320,58.04,0.4402,0.2906,1,0,0
22529,NSB-03,Late Night,35-44,Alberta,Existing,Control,41.8,1.0,70,10.85,0.4269,0.2434,0,0,0
22530,NSB-03,Late Night,25-34,Alberta,New,Control,70.4,2.87,243,78.28,0.4545,0.2785,0,0,0
22531,NSB-01,Spring Launch,45-54,Alberta,New,Control,82.8,1.91,194,35.15,0.3632,0.2158,1,0,0
22532,NSB-03,Late Night,45-54,Manitoba,New,Treatment,73.7,1.52,134,28.7,0.4924,0.225,0,0,0
22533,NSB-04,Family Meals,35-44,Ontario,New,Treatment,69.1,2.3,189,47.35,0.4772,0.3034,1,1,0
22534,NSB-03,Late Night,18-24,Ontario,New,Treatment,43.4,10.0,515,106.46,0.4554,0.2549,1,0,0
22535,NSB-03,Late Night,18-24,British Columbia,Existing,Control,63.4,6.0,394,91.53,0.4259,0.2437,0,0,0
22536,NSB-03,Late Night,25-34,Ontario,New,Treatment,45.2,4.06,222,83.47,0.5463,0.3197,0,0,0
22537,NSB-02,Summer Value,35-44,British Columbia,New,Treatment,63.8,4.42,342,77.97,0.4647,0.2636,0,0,0
22538,NSB-03,Late Night,18-24,Ontario,New,Treatment,65.4,4.24,346,95.88,0.5036,0.2775,0,0,0
22539,NSB-04,Family Meals,35-44,Ontario,New,Treatment,53.5,3.67,260,80.42,0.4868,0.3141,0,0,0
22540,NSB-01,Spring Launch,35-44,Ontario,New,Treatment,84.5,6.19,617,141.69,0.5102,0.2858,0,0,0
22541,NSB-04,Family Meals,35-44,Ontario,Existing,Treatment,44.2,4.46,244,54.23,0.4489,0.2733,0,0,0
22542,NSB-01,Spring Launch,25-34,Alberta,New,Control,95.0,7.87,900,277.78,0.4001,0.2281,0,0,0
22543,NSB-02,Summer Value,35-44,Alberta,Existing,Treatment,75.8,3.01,289,85.94,0.4999,0.2713,1,0,0
22544,NSB-04,Family Meals,18-24,British Columbia,New,Treatment,77.4,5.06,460,152.38,0.4958,0.2931,0,0,0
22545,NSB-04,Family Meals,25-34,British Columbia,New,Control,66.3,5.25,374,102.81,0.5138,0.2822,0,0,0
22546,NSB-04,Family Meals,45-54,Alberta,Existing,Control,40.9,1.21,27,9.54,0.4439,0.2067,0,0,0
22547,NSB-04,Family Meals,25-34,British Columbia,Existing,Control,54.7,2.62,186,46.56,0.4484,0.2496,0,0,0
22548,NSB-02,Summer Value,45-54,Quebec,Existing,Treatment,59.6,5.05,355,93.8,0.4642,0.2808,0,0,0
22549,NSB-03,Late Night,18-24,Ontario,Existing,Control,62.0,3.31,241,48.23,0.3907,0.2512,0,0,0
